order_id,order_date,quantity,unit_price,revenue,status,product_category,product_code,customer_name,country,territory,deal_size,quarter,month,year
10145,2003-08-25,37,100.0,5192.95,Shipped,Motorcycles,S10_2016,Toys4GrownUps.com,USA,Unknown,Medium,3,8,2003
10159,2003-10-10,37,100.0,5016.83,Shipped,Motorcycles,S10_2016,Corporate Gift Ideas Co.,USA,Unknown,Medium,4,10,2003
10168,2003-10-28,27,100.0,3660.93,Shipped,Motorcycles,S10_2016,Technics Stores Inc.,USA,Unknown,Medium,4,10,2003
10180,2003-11-11,42,100.0,4695.6,Shipped,Motorcycles,S10_2016,Daedalus Designs Imports,France,EMEA,Medium,4,11,2003
10188,2003-11-18,38,96.34,3660.92,Shipped,Motorcycles,S10_2016,Herkku Gifts,Norway,EMEA,Medium,4,11,2003
10201,2003-12-01,24,100.0,3025.92,Shipped,Motorcycles,S10_2016,Mini Wheels Co.,USA,Unknown,Medium,4,12,2003
10210,2004-01-12,23,100.0,3009.09,Shipped,Motorcycles,S10_2016,Osaka Souveniers Co.,Japan,Japan,Medium,1,1,2004
10223,2004-02-20,47,100.0,5422.39,Shipped,Motorcycles,S10_2016,"Australian Collectors, Co.",Australia,APAC,Medium,1,2,2004
10236,2004-04-03,22,100.0,2852.08,Shipped,Motorcycles,S10_2016,Motor Mint Distributors Inc.,USA,Unknown,Small,2,4,2004
10251,2004-05-18,44,100.0,5756.52,Shipped,Motorcycles,S10_2016,Tekni Collectables Inc.,USA,Unknown,Medium,2,5,2004
10263,2004-06-28,40,100.0,4472.0,Shipped,Motorcycles,S10_2016,Gift Depot Inc.,USA,Unknown,Medium,2,6,2004
10275,2004-07-23,22,100.0,2904.44,Shipped,Motorcycles,S10_2016,La Rochelle Gifts,France,EMEA,Small,3,7,2004
10285,2004-08-27,47,100.0,6484.59,Shipped,Motorcycles,S10_2016,Marta's Replicas Co.,USA,Unknown,Medium,3,8,2004
10298,2004-09-27,39,96.34,3757.26,Shipped,Motorcycles,S10_2016,Atelier graphique,France,EMEA,Medium,3,9,2004
10308,2004-10-15,34,100.0,4043.96,Shipped,Motorcycles,S10_2016,Mini Classics,USA,Unknown,Medium,4,10,2004
10318,2004-11-02,45,100.0,5566.5,Shipped,Motorcycles,S10_2016,Diecast Classics Inc.,USA,Unknown,Medium,4,11,2004
10329,2004-11-15,20,100.0,3176.0,Shipped,Motorcycles,S10_2016,Land of Toys Inc.,USA,Unknown,Medium,4,11,2004
10339,2004-11-23,40,68.92,2756.8,Shipped,Motorcycles,S10_2016,"Tokyo Collectables, Ltd",Japan,Japan,Small,4,11,2004
10361,2004-12-17,26,51.15,1329.9,Shipped,Motorcycles,S10_2016,Souveniers And Things Co.,Australia,APAC,Small,4,12,2004
10374,2005-02-02,39,100.0,5288.01,Shipped,Motorcycles,S10_2016,"Australian Gift Network, Co",Australia,APAC,Medium,1,2,2005
10388,2005-03-03,50,44.51,2225.5,Shipped,Motorcycles,S10_2016,FunGiftIdeas.com,USA,Unknown,Small,1,3,2005
10402,2005-04-07,45,100.0,5833.8,Shipped,Motorcycles,S10_2016,Auto Canal Petit,France,EMEA,Medium,2,4,2005
10417,2005-05-13,45,100.0,5887.35,Disputed,Motorcycles,S10_2016,Euro Shopping Channel,Spain,EMEA,Medium,2,5,2005
10107,2003-02-24,27,100.0,6065.55,Shipped,Motorcycles,S10_4698,Land of Toys Inc.,USA,Unknown,Medium,1,2,2003
10120,2003-04-29,46,100.0,9264.86,Shipped,Motorcycles,S10_4698,"Australian Collectors, Co.",Australia,APAC,Large,2,4,2003
10134,2003-07-01,31,100.0,7023.98,Shipped,Motorcycles,S10_4698,Lyon Souveniers,France,EMEA,Large,3,7,2003
10145,2003-08-25,33,100.0,5176.38,Shipped,Motorcycles,S10_4698,Toys4GrownUps.com,USA,Unknown,Medium,3,8,2003
10159,2003-10-10,22,100.0,4132.7,Shipped,Motorcycles,S10_4698,Corporate Gift Ideas Co.,USA,Unknown,Medium,4,10,2003
10168,2003-10-28,20,100.0,4183.0,Shipped,Motorcycles,S10_4698,Technics Stores Inc.,USA,Unknown,Medium,4,10,2003
10180,2003-11-11,41,100.0,8892.9,Shipped,Motorcycles,S10_4698,Daedalus Designs Imports,France,EMEA,Large,4,11,2003
10188,2003-11-18,45,100.0,8714.7,Shipped,Motorcycles,S10_4698,Herkku Gifts,Norway,EMEA,Large,4,11,2003
10201,2003-12-01,49,100.0,8065.89,Shipped,Motorcycles,S10_4698,Mini Wheels Co.,USA,Unknown,Large,4,12,2003
10210,2004-01-12,34,100.0,6123.4,Shipped,Motorcycles,S10_4698,Osaka Souveniers Co.,Japan,Japan,Medium,1,1,2004
10223,2004-02-20,49,100.0,9774.03,Shipped,Motorcycles,S10_4698,"Australian Collectors, Co.",Australia,APAC,Large,1,2,2004
10237,2004-04-05,39,100.0,7023.9,Shipped,Motorcycles,S10_4698,Vitachrome Inc.,USA,Unknown,Large,2,4,2004
10251,2004-05-18,43,100.0,7078.23,Shipped,Motorcycles,S10_4698,Tekni Collectables Inc.,USA,Unknown,Large,2,5,2004
10263,2004-06-28,41,100.0,8336.94,Shipped,Motorcycles,S10_4698,Gift Depot Inc.,USA,Unknown,Large,2,6,2004
10275,2004-07-23,36,100.0,6901.92,Shipped,Motorcycles,S10_4698,La Rochelle Gifts,France,EMEA,Medium,3,7,2004
10285,2004-08-27,27,100.0,5438.07,Shipped,Motorcycles,S10_4698,Marta's Replicas Co.,USA,Unknown,Medium,3,8,2004
10299,2004-09-30,29,100.0,6683.34,Shipped,Motorcycles,S10_4698,"Toys of Finland, Co.",Finland,EMEA,Medium,3,9,2004
10308,2004-10-15,20,100.0,4570.4,Shipped,Motorcycles,S10_4698,Mini Classics,USA,Unknown,Medium,4,10,2004
10318,2004-11-02,37,100.0,7667.14,Shipped,Motorcycles,S10_4698,Diecast Classics Inc.,USA,Unknown,Large,4,11,2004
10329,2004-11-15,26,100.0,5868.2,Shipped,Motorcycles,S10_4698,Land of Toys Inc.,USA,Unknown,Medium,4,11,2004
10339,2004-11-23,39,76.67,2990.13,Shipped,Motorcycles,S10_4698,"Tokyo Collectables, Ltd",Japan,Japan,Small,4,11,2004
10362,2005-01-05,22,100.0,3664.1,Shipped,Motorcycles,S10_4698,Technics Stores Inc.,USA,Unknown,Medium,1,1,2005
10374,2005-02-02,22,100.0,3834.38,Shipped,Motorcycles,S10_4698,"Australian Gift Network, Co",Australia,APAC,Medium,1,2,2005
10388,2005-03-03,21,86.77,1822.17,Shipped,Motorcycles,S10_4698,FunGiftIdeas.com,USA,Unknown,Small,1,3,2005
10403,2005-04-08,66,100.0,11886.6,Shipped,Motorcycles,S10_4698,"UK Collectables, Ltd.",UK,EMEA,Large,2,4,2005
10417,2005-05-13,56,100.0,9218.16,Disputed,Motorcycles,S10_4698,Euro Shopping Channel,Spain,EMEA,Large,2,5,2005
10105,2003-02-11,50,100.0,7208.0,Shipped,Classic Cars,S10_4757,Danish Wholesale Imports,Denmark,EMEA,Large,1,2,2003
10119,2003-04-28,46,100.0,5004.8,Shipped,Classic Cars,S10_4757,Salzburg Collectables,Austria,EMEA,Medium,2,4,2003
10129,2003-06-12,33,100.0,4398.24,Shipped,Classic Cars,S10_4757,"Stylish Desk Decors, Co.",UK,EMEA,Medium,2,6,2003
10143,2003-08-10,49,100.0,5597.76,Shipped,Classic Cars,S10_4757,Mini Creations Ltd.,USA,Unknown,Medium,3,8,2003
10155,2003-10-06,32,100.0,4526.08,Shipped,Classic Cars,S10_4757,"Toys of Finland, Co.",Finland,EMEA,Medium,4,10,2003
10167,2003-10-23,44,100.0,5924.16,Cancelled,Classic Cars,S10_4757,Scandinavian Gift Ideas,Sweden,EMEA,Medium,4,10,2003
10178,2003-11-08,24,100.0,3492.48,Shipped,Classic Cars,S10_4757,Alpha Cognac,France,EMEA,Medium,4,11,2003
10186,2003-11-14,26,100.0,3854.24,Shipped,Classic Cars,S10_4757,"Double Decker Gift Stores, Ltd",UK,EMEA,Medium,4,11,2003
10197,2003-11-26,45,100.0,5324.4,Shipped,Classic Cars,S10_4757,Enaco Distributors,Spain,EMEA,Medium,4,11,2003
10209,2004-01-09,39,100.0,5197.92,Shipped,Classic Cars,S10_4757,"Men 'R' US Retailers, Ltd.",USA,Unknown,Medium,1,1,2004
10222,2004-02-19,49,100.0,5997.6,Shipped,Classic Cars,S10_4757,Collectable Mini Designs Co.,USA,Unknown,Medium,1,2,2004
10248,2004-05-07,20,100.0,2910.4,Cancelled,Classic Cars,S10_4757,Land of Toys Inc.,USA,Unknown,Small,2,5,2004
10261,2004-06-17,27,100.0,3378.24,Shipped,Classic Cars,S10_4757,Quebec Home Shopping Network,Canada,Unknown,Medium,2,6,2004
10273,2004-07-21,30,100.0,3508.8,Shipped,Classic Cars,S10_4757,Petit Auto,Belgium,EMEA,Medium,3,7,2004
10283,2004-08-20,25,100.0,2992.0,Shipped,Classic Cars,S10_4757,"Royal Canadian Collectables, Ltd.",Canada,Unknown,Small,3,8,2004
10295,2004-09-10,24,100.0,3427.2,Shipped,Classic Cars,S10_4757,Gifts4AllAges.com,USA,Unknown,Medium,3,9,2004
10307,2004-10-14,22,100.0,2692.8,Shipped,Classic Cars,S10_4757,"Classic Gift Ideas, Inc",USA,Unknown,Small,4,10,2004
10316,2004-11-01,33,100.0,4128.96,Shipped,Classic Cars,S10_4757,giftsbymail.co.uk,UK,EMEA,Medium,4,11,2004
10325,2004-11-05,47,64.93,3051.71,Shipped,Classic Cars,S10_4757,Baane Mini Imports,Norway,EMEA,Medium,4,11,2004
10337,2004-11-21,25,48.05,1201.25,Shipped,Classic Cars,S10_4757,Classic Legends Inc.,USA,Unknown,Small,4,11,2004
10350,2004-12-02,26,75.47,1962.22,Shipped,Classic Cars,S10_4757,Euro Shopping Channel,Spain,EMEA,Small,4,12,2004
10359,2004-12-15,48,54.68,2624.64,Shipped,Classic Cars,S10_4757,Reims Collectables,France,EMEA,Small,4,12,2004
10373,2005-01-31,39,100.0,4046.25,Shipped,Classic Cars,S10_4757,"Oulu Toy Supplies, Inc.",Finland,EMEA,Medium,1,1,2005
10384,2005-02-23,34,100.0,4846.7,Shipped,Classic Cars,S10_4757,Corporate Gift Ideas Co.,USA,Unknown,Medium,1,2,2005
10395,2005-03-17,32,100.0,3370.56,Shipped,Classic Cars,S10_4757,Lyon Souveniers,France,EMEA,Medium,1,3,2005
10400,2005-04-01,64,100.0,9661.44,Shipped,Classic Cars,S10_4757,The Sharp Gifts Warehouse,USA,Unknown,Large,2,4,2005
10414,2005-05-06,19,100.0,2764.88,On Hold,Classic Cars,S10_4757,Gifts4AllAges.com,USA,Unknown,Small,2,5,2005
10103,2003-01-29,42,100.0,5398.26,Shipped,Classic Cars,S10_4962,Baane Mini Imports,Norway,EMEA,Medium,1,1,2003
10114,2003-04-01,31,100.0,4305.28,Shipped,Classic Cars,S10_4962,"La Corne D'abondance, Co.",France,EMEA,Medium,2,4,2003
10126,2003-05-28,22,100.0,3347.74,Shipped,Classic Cars,S10_4962,"Corrida Auto Replicas, Ltd",Spain,EMEA,Medium,2,5,2003
10140,2003-07-24,26,100.0,3188.12,Shipped,Classic Cars,S10_4962,Technics Stores Inc.,USA,Unknown,Medium,3,7,2003
10150,2003-09-19,20,100.0,3191.2,Shipped,Classic Cars,S10_4962,"Dragon Souveniers, Ltd.",Singapore,Japan,Medium,3,9,2003
10164,2003-10-21,21,100.0,3536.82,Resolved,Classic Cars,S10_4962,Mini Auto Werke,Austria,EMEA,Medium,4,10,2003
10175,2003-11-06,33,100.0,5362.83,Shipped,Classic Cars,S10_4962,"Stylish Desk Decors, Co.",UK,EMEA,Medium,4,11,2003
10183,2003-11-13,28,100.0,3433.36,Shipped,Classic Cars,S10_4962,"Classic Gift Ideas, Inc",USA,Unknown,Medium,4,11,2003
10194,2003-11-25,26,100.0,4263.74,Shipped,Classic Cars,S10_4962,"Saveley & Henriot, Co.",France,EMEA,Medium,4,11,2003
10207,2003-12-09,31,100.0,4076.19,Shipped,Classic Cars,S10_4962,Diecast Collectables,USA,Unknown,Medium,4,12,2003
10217,2004-02-04,48,100.0,7020.48,Shipped,Classic Cars,S10_4962,Handji Gifts& Co,Singapore,APAC,Large,1,2,2004
10229,2004-03-11,50,100.0,6426.5,Shipped,Classic Cars,S10_4962,Mini Gifts Distributors Ltd.,USA,Unknown,Medium,1,3,2004
10245,2004-05-04,28,100.0,4591.72,Shipped,Classic Cars,S10_4962,Super Scale Inc.,USA,Unknown,Medium,2,5,2004
10259,2004-06-15,26,100.0,4033.38,Shipped,Classic Cars,S10_4962,Handji Gifts& Co,Singapore,APAC,Medium,2,6,2004
10270,2004-07-19,32,100.0,4302.08,Shipped,Classic Cars,S10_4962,Souveniers And Things Co.,Australia,APAC,Medium,3,7,2004
10281,2004-08-19,44,100.0,7020.64,Shipped,Classic Cars,S10_4962,Diecast Classics Inc.,USA,Unknown,Large,3,8,2004
10291,2004-09-08,30,100.0,3855.9,Shipped,Classic Cars,S10_4962,Scandinavian Gift Ideas,Sweden,EMEA,Medium,3,9,2004
10305,2004-10-13,38,100.0,6680.78,Shipped,Classic Cars,S10_4962,Marta's Replicas Co.,USA,Unknown,Medium,4,10,2004
10313,2004-10-22,40,100.0,6678.0,Shipped,Classic Cars,S10_4962,Canadian Gift Exchange Network,Canada,Unknown,Medium,4,10,2004
10322,2004-11-04,46,61.99,2851.54,Shipped,Classic Cars,S10_4962,Online Diecast Creations Co.,USA,Unknown,Small,4,11,2004
10334,2004-11-19,26,100.0,3188.12,On Hold,Classic Cars,S10_4962,"Volvo Model Replicas, Co",Sweden,EMEA,Medium,4,11,2004
10347,2004-11-29,27,100.0,4428.0,Shipped,Classic Cars,S10_4962,"Australian Collectors, Co.",Australia,APAC,Medium,4,11,2004
10357,2004-12-10,43,100.0,5780.92,Shipped,Classic Cars,S10_4962,Mini Gifts Distributors Ltd.,USA,Unknown,Medium,4,12,2004
10370,2005-01-20,35,65.63,2297.05,Shipped,Classic Cars,S10_4962,"Anna's Decorations, Ltd",Australia,APAC,Small,1,1,2005
10381,2005-02-17,37,100.0,6231.54,Shipped,Classic Cars,S10_4962,Corporate Gift Ideas Co.,USA,Unknown,Medium,1,2,2005
10391,2005-03-09,37,46.9,1735.3,Shipped,Classic Cars,S10_4962,"Anna's Decorations, Ltd",Australia,APAC,Small,1,3,2005
10411,2005-05-01,27,100.0,4427.73,Shipped,Classic Cars,S10_4962,Quebec Home Shopping Network,Canada,Unknown,Medium,2,5,2005
10425,2005-05-31,38,100.0,5894.94,In Process,Classic Cars,S10_4962,La Rochelle Gifts,France,EMEA,Medium,2,5,2005
10108,2003-03-03,33,100.0,5265.15,Shipped,Classic Cars,S12_1099,Cruz & Sons Co.,Philippines,Japan,Medium,1,3,2003
10122,2003-05-08,42,100.0,7599.9,Shipped,Classic Cars,S12_1099,Marseille Mini Autos,France,EMEA,Large,2,5,2003
10135,2003-07-02,42,100.0,8008.56,Shipped,Classic Cars,S12_1099,Mini Gifts Distributors Ltd.,USA,Unknown,Large,3,7,2003
10147,2003-09-05,48,100.0,9245.76,Shipped,Classic Cars,S12_1099,Collectables For Less Inc.,USA,Unknown,Large,3,9,2003
10159,2003-10-10,41,100.0,8296.35,Shipped,Classic Cars,S12_1099,Corporate Gift Ideas Co.,USA,Unknown,Large,4,10,2003
10169,2003-11-04,30,100.0,5019.9,Shipped,Classic Cars,S12_1099,"Anna's Decorations, Ltd",Australia,APAC,Medium,4,11,2003
10181,2003-11-12,27,100.0,5411.07,Shipped,Classic Cars,S12_1099,Herkku Gifts,Norway,EMEA,Medium,4,11,2003
10191,2003-11-20,21,100.0,3840.9,Shipped,Classic Cars,S12_1099,"Toms Spezialitten, Ltd",Germany,EMEA,Medium,4,11,2003
10203,2003-12-02,20,100.0,3930.4,Shipped,Classic Cars,S12_1099,Euro Shopping Channel,Spain,EMEA,Medium,4,12,2003
10211,2004-01-15,41,100.0,7498.9,Shipped,Classic Cars,S12_1099,Auto Canal Petit,France,EMEA,Large,1,1,2004
10225,2004-02-22,27,100.0,4517.91,Shipped,Classic Cars,S12_1099,"Vida Sport, Ltd",Switzerland,EMEA,Medium,1,2,2004
10238,2004-04-09,28,100.0,5774.72,Shipped,Classic Cars,S12_1099,Danish Wholesale Imports,Denmark,EMEA,Medium,2,4,2004
10253,2004-06-01,24,100.0,3922.56,Cancelled,Classic Cars,S12_1099,"UK Collectables, Ltd.",UK,EMEA,Medium,2,6,2004
10266,2004-07-06,44,100.0,9160.36,Shipped,Classic Cars,S12_1099,L'ordine Souveniers,Italy,EMEA,Large,3,7,2004
10276,2004-08-02,50,100.0,9631.0,Shipped,Classic Cars,S12_1099,Online Mini Collectables,USA,Unknown,Large,3,8,2004
10287,2004-08-30,21,100.0,3432.24,Shipped,Classic Cars,S12_1099,"Vida Sport, Ltd",Switzerland,EMEA,Medium,3,8,2004
10300,2003-10-04,33,100.0,5521.89,Shipped,Classic Cars,S12_1099,"Blauer See Auto, Co.",Germany,EMEA,Medium,4,10,2003
10310,2004-10-16,33,100.0,6934.62,Shipped,Classic Cars,S12_1099,"Toms Spezialitten, Ltd",Germany,EMEA,Medium,4,10,2004
10320,2004-11-03,31,100.0,6876.11,Shipped,Classic Cars,S12_1099,"Volvo Model Replicas, Co",Sweden,EMEA,Medium,4,11,2004
10329,2004-11-15,41,71.47,2930.27,Shipped,Classic Cars,S12_1099,Land of Toys Inc.,USA,Unknown,Small,4,11,2004
10341,2004-11-24,45,79.65,3584.25,Shipped,Classic Cars,S12_1099,Salzburg Collectables,Austria,EMEA,Medium,4,11,2004
10363,2005-01-06,33,85.39,2817.87,Shipped,Classic Cars,S12_1099,Suominen Souveniers,Finland,EMEA,Small,1,1,2005
10375,2005-02-03,45,76.0,3420.0,Shipped,Classic Cars,S12_1099,La Rochelle Gifts,France,EMEA,Medium,1,2,2005
10389,2005-03-03,26,99.04,2575.04,Shipped,Classic Cars,S12_1099,Scandinavian Gift Ideas,Sweden,EMEA,Small,1,3,2005
10419,2005-05-17,12,100.0,1961.28,Shipped,Classic Cars,S12_1099,Salzburg Collectables,Austria,EMEA,Small,2,5,2005
10105,2003-02-11,41,100.0,8690.36,Shipped,Classic Cars,S12_1108,Danish Wholesale Imports,Denmark,EMEA,Large,1,2,2003
10117,2003-04-16,33,100.0,6034.38,Shipped,Classic Cars,S12_1108,"Dragon Souveniers, Ltd.",Singapore,Japan,Medium,2,4,2003
10127,2003-06-03,46,100.0,11279.2,Shipped,Classic Cars,S12_1108,Muscle Machine Inc,USA,Unknown,Large,2,6,2003
10142,2003-08-08,33,100.0,8023.29,Shipped,Classic Cars,S12_1108,Mini Gifts Distributors Ltd.,USA,Unknown,Large,3,8,2003
10153,2003-09-28,20,100.0,4904.0,Shipped,Classic Cars,S12_1108,Euro Shopping Channel,Spain,EMEA,Medium,3,9,2003
10165,2003-10-22,44,100.0,8594.52,Shipped,Classic Cars,S12_1108,"Dragon Souveniers, Ltd.",Singapore,Japan,Large,4,10,2003
10176,2003-11-06,33,100.0,7474.5,Shipped,Classic Cars,S12_1108,L'ordine Souveniers,Italy,EMEA,Large,4,11,2003
10185,2003-11-14,21,100.0,3883.74,Shipped,Classic Cars,S12_1108,Mini Creations Ltd.,USA,Unknown,Medium,4,11,2003
10196,2003-11-26,47,100.0,8887.7,Shipped,Classic Cars,S12_1108,Super Scale Inc.,USA,Unknown,Large,4,11,2003
10208,2004-01-02,46,100.0,8602.92,Shipped,Classic Cars,S12_1108,"Saveley & Henriot, Co.",France,EMEA,Large,1,1,2004
10220,2004-02-12,32,100.0,7181.44,Shipped,Classic Cars,S12_1108,"Clover Collections, Co.",Ireland,EMEA,Large,1,2,2004
